PPARG	NFATC2	BCL6	MAFB	PRDM1	SNAI3	EGR2	ETS1	STAT1	FOS	NFYC	IRF8	TCF3	PPARD	SNAI1
3.9100614	11.9126636	3.9100614	3.9100614	3.9100614	3.9100614	3.9100614	3.9100614	10.4339748	9.5289778	12.7301419	11.2789779	12.3007381	10.0491397	8.6048503
12.9730897	10.7564038	3.6968124	3.6968124	3.6968124	9.3797023	3.6968124	8.475511	10.9996093	9.152644	12.7258689	12.208329	12.6090731	10.2719638	7.9157609
15.3687941	13.0139202	14.9792865	15.3429377	8.0899019	3.778969	18.3830059	7.6926227	11.5687495	15.6395184	14.2782364	11.8450142	14.4291683	15.1009034	10.8869219
9.8079376	9.9898772	11.0262744	8.1755871	9.5874569	9.3740629	12.2192242	7.7608817	12.173716	13.0960881	15.0964114	12.9310551	12.4424651	12.6443989	10.1791685
3.9065819	10.6225212	3.9065819	3.9065819	9.0175419	11.4583811	3.9065819	7.5393191	13.1113797	9.4401816	17.7949408	13.5501795	10.3278925	13.979765	3.9065819
12.9645838	9.5849676	8.6752379	3.8685066	10.9907105	11.0095597	9.2339445	3.8685066	12.0903525	9.3443463	14.4255546	12.7337229	12.0461471	11.7937483	3.8685066
4.06387	10.7425352	4.06387	10.0338386	13.3590027	4.06387	4.06387	7.2646669	12.3573377	10.8243689	14.9176418	10.4334972	4.06387	14.671397	9.9812502
14.3151654	10.1657244	10.288815	8.5338227	11.2331763	4.0932414	13.2185082	7.5065746	13.026715	9.9198949	18.7319722	12.5327689	12.9253851	13.8007508	4.0932414
4.0480262	10.4915603	14.0241672	8.9633873	11.0949734	4.0480262	4.0480262	4.0480262	12.2575808	4.0480262	13.9358041	9.0607782	8.3737225	13.8686221	10.3333367
11.304849	9.1651858	10.912913	3.9844596	3.9844596	3.9844596	3.9844596	7.7669967	12.5762941	10.729882	13.1766893	14.848673	11.8995376	12.9157279	3.9844596
14.0443424	12.9148964	8.5860743	7.5195886	9.4515	9.6546625	8.5411864	6.4103132	12.6610707	8.9511263	13.9311394	11.4786474	12.3371101	11.225	8.7184545
11.8419297	11.9549938	8.2822966	3.7557126	6.5158163	9.8944773	3.7557126	8.1998706	11.6260762	9.834228	12.9516249	14.4459735	14.0857639	11.6547131	3.7557126
7.7530611	11.8262634	10.068274	3.677479	10.4195018	3.677479	3.677479	7.4370489	11.2442403	9.9515567	14.0566355	12.6726235	13.4629978	12.306814	3.677479
11.1637857	10.8382294	3.808018	8.4158201	8.4436633	3.808018	3.808018	5.2049752	10.6719427	9.5913744	14.4739815	16.5294027	11.8884122	9.6350207	3.808018
3.8444426	10.122605	19.7966828	11.6885277	10.1817395	9.5865258	18.0099596	8.5748386	11.7075683	15.6458301	15.8940799	15.7211234	13.2817766	15.2257022	3.8444426
4.1561518	13.7769818	13.5721587	4.1561518	4.1561518	4.1561518	4.1561518	4.1561518	13.7835032	14.4796737	12.048396	12.2086095	4.1561518	13.6557373	4.1561518
4.1089365	4.1089365	4.1089365	4.1089365	11.7475186	4.1089365	4.1089365	7.0446113	8.8093904	4.1089365	11.8215829	13.3112622	8.0324065	12.4371536	4.1089365
