PPARG	NFATC2	BCL6	MAFB	PRDM1	SNAI3	EGR2	ETS1	STAT1	FOS	NFYC	IRF8	TCF3	PPARD	SNAI1
11.1082906	11.9192075	12.2546058	7.8627233	10.7728219	13.0584715	13.0770932	7.4149848	12.4707013	13.6090793	16.7169443	10.5902005	14.3993249	12.8701278	12.9595619
11.4494477	11.0306063	9.5697027	12.7241489	10.3271321	3.8754476	3.8754476	6.8136759	9.6274891	9.3153726	14.0931697	9.2781082	9.2184737	10.9823639	3.8754476
14.1437427	12.3299715	11.1538215	3.9472486	9.2853645	3.9472486	3.9472486	7.220674	9.6930518	10.7687071	15.3126129	13.8400158	9.2223884	11.7451273	9.9156164
11.8496735	8.0911714	15.5356987	7.9329376	3.9910857	3.9910857	3.9910857	3.9910857	11.288524	11.2633199	12.5753017	11.7693487	12.5479047	15.4492203	3.9910857
4.0914658	13.2281634	4.0914658	4.0914658	11.9930682	4.0914658	4.0914658	4.0914658	12.4028587	10.4135496	17.4033066	4.0914658	4.0914658	14.2206943	4.0914658
10.3645797	14.3457769	3.8587127	3.8587127	3.8587127	3.8587127	3.8587127	3.8587127	12.3099186	3.8587127	10.3798287	14.5756874	9.8146942	12.7060814	3.8587127
15.0775033	11.790365	18.5444611	14.1190379	10.3670099	13.7702189	12.7398939	8.684558	10.5273589	9.8842416	14.3531841	9.4239414	9.8083206	13.8668248	8.5652234
12.4822101	11.4063217	12.4671378	12.62491	9.7304857	8.2184656	3.6361336	3.6361336	13.3047819	10.539827	3.6361336	11.1248108	11.5582784	9.1384073	8.9718257
10.2947369	11.674661	12.5006782	12.1562704	10.3758239	3.7957917	13.2669385	8.8870842	12.3505556	12.6888448	11.3394504	11.789045	12.1330538	14.4768135	11.7206073
12.9473345	13.4532927	12.7108042	8.8416457	4.1315513	4.1315513	4.1315513	4.1315513	11.4416772	14.1264256	4.1315513	4.1315513	12.4904501	13.9823262	4.1315513
15.1190395	10.7638597	16.166969	14.4843103	9.7881752	10.048782	19.9511176	7.3589313	12.5196872	15.298696	18.6959074	11.2060342	11.0071676	14.5308388	3.8409203
15.9748471	13.3931697	19.0873351	16.9174384	13.0272154	10.6708748	13.8002351	3.7560091	12.5012707	14.2502999	15.7824146	11.2330132	9.8474439	13.6636475	10.6100613
15.1044522	13.7612681	15.3045405	14.0503443	12.8820708	13.503472	10.5260638	3.9771163	13.3384063	19.912501	18.8484176	12.2921184	3.9771163	14.2667138	21.862018
18.870436	12.6579741	18.9254206	19.0740209	9.6608147	3.9310482	18.5389343	7.3615833	13.1641707	17.9325008	20.2804015	9.8455509	3.9310482	12.4491811	3.9310482
16.9146334	9.3037239	9.1579392	12.0843911	11.5587671	17.8609419	12.2994425	9.9275368	12.7157058	11.0881921	12.1903693	12.138953	12.8615889	14.7558116	3.8435438
10.2191922	8.0035212	10.8502507	7.1333601	10.5187713	9.6486642	11.8647586	3.7743993	14.2537864	23.3300145	13.9628697	13.1325096	7.6002076	11.8715595	11.8735709
11.9335841	11.6076835	12.4074421	10.9302982	12.6441297	10.8813825	15.972798	8.7519256	14.2060634	17.4172058	13.8216577	13.4447446	10.9825174	12.5976471	11.6174373
17.2373979	10.9595099	18.6249656	11.1902455	10.4755283	19.8842939	12.3217155	8.4636993	13.7000173	12.3139317	18.7125137	12.4634013	12.5086081	20.7006423	3.9582521
14.8831423	11.4646784	13.9724507	9.0849926	11.0444714	20.9841647	11.7180341	3.9346498	14.179541	13.3780567	12.9031385	9.8475365	11.0628754	15.2752114	3.9346498
13.5871187	10.0621488	16.5909123	12.7532564	16.1093163	10.5697044	15.3509163	5.6296084	14.7953065	14.7881673	16.9391363	12.8715476	7.911483	13.2392838	10.2503438
4.0764525	11.8180716	4.0764525	4.0764525	12.1751888	4.0764525	4.0764525	4.0764525	11.9695688	10.9369137	4.0764525	16.1454587	12.2513005	10.6299932	4.0764525
13.880926	13.217379	12.6760724	13.8638393	10.0115103	13.0691225	12.6790946	4.1012148	9.9108968	13.1915705	13.0456229	4.1012148	10.4547512	13.8774432	11.3106415
14.9833444	10.5476954	15.3098689	12.7823595	13.2686528	10.8802922	11.708588	7.401012	14.0808241	14.0899063	13.1218084	12.2100322	12.6305082	14.6595513	10.4093842
15.178137	12.6869718	15.0019276	11.451598	11.0982709	11.5398314	16.5276234	10.3745099	12.5354951	12.124389	15.1267467	13.8019168	10.1352519	15.8556442	3.7142176
12.5932187	13.5239101	13.2727839	14.6344589	13.7734068	12.4519562	15.076783	3.684358	17.8058377	15.12824	12.3252941	10.5740712	3.684358	12.2588673	12.2832451
14.3567687	9.6335462	12.9779873	13.0892015	11.2961433	8.1633341	14.210818	8.4357517	12.365445	14.4892534	16.886375	12.5126724	8.3556749	12.1312187	16.7052571
9.2588354	9.4329784	13.3681914	3.8526003	8.1965854	11.5218373	11.3745342	9.3053912	14.0853794	29.7447845	19.4354366	14.7148443	6.8534893	13.8030588	13.2847336
15.7263177	8.5818847	14.2475919	14.60977	11.0465995	13.5385515	14.084638	8.4245107	12.3205745	16.5775826	16.2207697	12.5281214	10.3011608	13.4808008	15.4076244
13.3603398	10.1146745	12.9817315	10.94247	3.9248616	10.8332552	11.718707	7.1408583	12.4375105	11.9898776	15.9188654	13.6537742	11.2062445	16.1438718	3.9248616
15.2167726	10.2978272	16.4618244	13.673496	13.3633859	13.1222761	10.9322575	7.0918719	13.3285061	15.336757	16.3096778	13.7789842	13.0914102	16.3896049	13.2646535
10.810197	9.9634698	15.5057996	8.9328069	3.7704238	11.5107877	11.0051039	6.6092278	13.5679227	17.2153035	20.7353604	11.7264037	13.3986701	14.2197737	9.2014928
15.246749	10.9545973	4.0140617	9.5067971	4.0140617	4.0140617	4.0140617	6.2987499	11.420873	10.5624459	15.8180333	11.2656191	11.2654216	13.3843996	4.0140617
12.730292	14.8721066	17.8824481	11.0565222	12.2871151	22.3762036	4.0419041	4.0419041	15.3814616	10.2488861	4.0419041	13.2027837	14.0867103	14.4156091	4.0419041
12.1447024	11.7267523	10.6945524	9.1389743	9.552294	11.0685938	11.6848688	9.0231822	13.8718224	20.9356029	16.6335588	14.0249074	12.5137493	11.8469296	9.189672
12.76003	11.9255992	12.8930305	13.3268212	11.5734215	10.3241954	15.2719614	8.2155539	13.9368873	20.5403627	15.0988132	15.247898	13.2170501	15.8340123	13.5174708
15.1907042	11.1266202	13.9799647	10.7283907	10.8182643	9.5922165	12.0365195	9.0053612	14.4787615	14.2442188	14.0410891	12.5983518	12.5992521	16.0193079	12.0605616
9.0969464	10.9841521	16.919746	13.0685256	12.8187159	15.5942037	14.0489517	6.7328834	13.7474571	12.2710052	17.3941883	14.2048337	12.1473414	15.5482017	10.3603351
20.4482943	11.4873516	19.4836014	19.7118867	9.4333537	4.0821514	20.1203436	6.0904617	13.3851814	15.2901589	12.2665866	14.9446435	9.7142787	15.5164791	4.0821514
16.0996255	14.821723	13.8180758	14.4582426	10.4544865	9.9657657	16.512697	7.4623294	13.9963015	16.2639269	12.5450374	10.3637232	12.5380331	14.1924959	10.500062
10.1677673	15.127761	16.6609254	16.3292621	10.6756044	11.9154979	13.8253356	7.9178775	12.0710894	12.8535603	15.5357561	10.488565	10.8794456	15.786114	8.7283748
16.0714826	13.2948993	13.5374335	15.2426387	11.1033298	10.5415161	17.2913754	9.9318257	12.8077313	14.9907839	14.6631491	9.3992252	9.4178101	15.0347548	9.0858581
16.7609242	9.3652279	21.0830404	12.4814881	11.4463081	13.8489549	19.7880413	9.1732812	12.4100326	13.6003729	15.2757232	14.1370997	13.9994835	16.8570031	4.0283693
19.6323249	8.5217414	18.6338453	15.0741454	11.7003025	11.0217924	16.9771336	9.5403976	11.6849395	14.6384755	14.4815941	13.1701532	10.9932901	15.457017	10.3769522
11.0062114	7.595235	21.4195745	17.8333965	13.3020701	11.1371598	31.9309921	8.1534416	11.2443763	11.7276686	12.9122739	12.2436227	10.9498824	16.6407174	8.3410693
12.3478268	11.1814622	14.2586041	15.6286764	10.7747301	3.93878	12.9218572	8.6480778	12.2326082	18.3731875	17.3958904	14.8874211	11.5491745	18.05323	9.6140858
11.1790625	3.7856862	12.5997137	8.694066	11.3113865	11.9425434	13.3715484	7.4452384	12.9932416	18.3036399	16.2796333	12.7634989	11.3207927	13.6145443	10.6931623
18.0164112	13.1174139	18.5389205	15.2235705	13.4837985	9.8332705	13.7894714	4.0891061	15.5814623	13.3370632	18.4253567	13.4773684	8.209293	14.3986597	11.3644216
12.0531323	4.00061	12.8614981	12.7621251	11.6252182	12.9880587	18.5499469	7.9451312	11.335997	11.4529796	13.1686392	12.3613982	12.2634825	16.4054986	4.00061
10.0938059	12.6921855	13.9369816	3.9756697	13.3199533	11.4277749	12.2291641	7.623016	13.9525767	15.4010826	16.0547712	14.9222349	13.0959611	12.982101	3.9756697
3.798745	9.8716772	13.9431303	7.2905084	3.798745	10.5498981	9.8777454	3.798745	13.0260484	11.8821022	19.4537759	11.0897558	3.798745	15.1867076	8.413829
8.8843467	10.5224498	4.1136063	4.1136063	4.1136063	13.7140353	4.1136063	4.1136063	14.0791338	10.5854044	14.3345883	14.3838692	4.1136063	13.1486832	11.2192362
11.8819566	10.7731266	13.5341183	3.8114651	12.6076697	11.1167693	15.1367724	7.0420656	12.6985631	16.0929104	15.5343792	14.1064797	12.9024336	13.6279008	14.0822285
11.3565814	20.3467349	3.961058	9.9050755	3.961058	12.3890581	19.2125572	3.961058	16.5831298	19.2316428	20.0598151	3.961058	12.597344	13.4542849	9.9864286
4.0900632	10.67104	8.8403385	11.2652938	7.6889665	11.875129	13.9412578	8.7646782	11.7643613	18.4079708	20.0241238	16.5136958	9.8030477	14.071642	9.8660608
11.7245528	18.6974005	10.6663081	16.5653455	16.4242708	14.8343572	14.6752773	4.0600278	10.0572978	18.3946335	15.0363848	12.1350511	4.0600278	16.575838	14.2753613
14.59063	11.7362625	13.6299562	15.344057	17.3938793	8.8077272	12.2798151	6.6172791	13.6667637	10.4679151	17.4941354	10.5047875	4.0544116	14.6191834	4.0544116
15.5424536	9.8184395	17.5131384	19.6985833	4.0159705	4.0159705	11.7285034	4.0159705	12.2092891	17.8207969	15.8608545	12.3036029	11.9931508	16.780787	8.4536598
21.2124541	11.669063	20.5683635	15.8503917	11.0165457	13.3139873	12.9395776	9.7046833	12.1001953	21.5884487	12.1191859	13.8117504	11.1176341	13.9343877	10.2941301
16.6335467	10.6848357	21.1916788	17.6889021	9.6823191	8.8724322	12.4321991	6.9789914	12.2525064	18.4118509	11.5125773	15.8528317	12.6521165	15.3217841	11.9141648
17.5106141	15.0324979	20.1384585	21.0489745	11.9361679	3.9236601	16.109252	3.9236601	11.9127825	19.1552087	13.6590795	10.4303611	10.9730617	14.8630375	3.9236601
22.6546578	15.4513864	18.0023925	22.1434639	11.9044456	14.3553847	13.0956877	8.4768246	13.3192138	18.3815335	15.583961	10.0319648	9.7861024	16.4732652	10.2850054
16.6883369	15.3600858	22.863636	14.6590831	10.9975663	3.9881339	13.172107	7.5662136	11.4485623	13.476483	13.9208842	13.5180546	3.9881339	14.2693573	9.7880413
3.8319635	16.1569129	9.3687527	10.6472777	14.2372746	12.1729647	15.0722688	7.4815681	14.4555158	19.1463108	16.7299348	13.9066647	11.806074	19.9080206	19.7124892
12.5979634	12.910889	18.7019375	15.1220229	11.6144633	10.132466	24.336571	4.0209161	13.781185	20.4736514	16.3016724	10.0314592	13.5957825	14.0654133	9.9478271
14.4482039	7.4497321	15.6613037	9.6641845	9.7567147	10.9518063	14.2396213	8.3219091	13.8591639	18.239301	17.7445648	13.9320747	8.7270169	13.7991064	10.0712056
17.7194032	13.5617183	21.35407	25.3238124	10.7202469	12.7847592	15.6977977	8.0659833	11.6081086	13.4287926	12.3096339	10.7253237	11.2499935	17.3471381	11.4973831
18.5324684	13.0848414	20.467041	20.6521545	10.8031879	3.9594542	16.3579534	9.0655759	13.2395855	20.0438433	14.29401	13.2262206	12.2147725	18.8185614	13.0646819
4.2675045	4.2675045	17.6888478	11.6374365	13.6765379	4.2675045	4.2675045	4.2675045	13.1059884	11.475938	21.182171	14.3031648	4.2675045	15.1327121	4.2675045
10.4919319	13.7725768	15.4090856	12.1882178	14.3577758	3.902636	9.1502767	8.6820527	12.4584664	13.5353972	15.2332453	15.6091421	13.2221173	13.8011347	3.902636
17.146719	14.8579502	22.5987593	11.4409903	3.9379556	12.3167268	17.2148886	5.8097271	12.7092971	11.0647699	16.5148365	3.9379556	15.0531867	17.9714528	12.1586907
16.0670627	3.8112374	16.3929941	13.7117835	14.5351626	16.5863729	16.6240239	8.1821838	14.3180347	12.6875853	16.6001438	12.839549	11.2223382	15.1685829	9.1472166
9.9472884	3.8315808	14.7867647	13.3430734	16.2984701	3.8315808	3.8315808	8.267223	12.5726684	10.8289928	16.5646284	15.2087638	13.8789099	15.4892093	9.4500188
9.0220918	3.8554863	13.3071611	13.4009942	16.7512891	3.8554863	12.9727385	10.2771156	14.3470222	14.8596157	22.9396131	14.0113943	3.8554863	16.6755139	9.1678542
9.7020524	3.7273649	12.9644978	10.770387	12.9113135	3.7273649	10.2796962	6.5879803	13.7395615	14.2223221	15.0570134	13.1725719	11.030595	13.8197879	9.0940958
14.7496631	12.5542825	25.4465883	18.511226	16.3545929	3.8486115	14.7735387	7.5836111	10.5625857	12.515396	14.1519791	13.5917681	11.098702	14.2287924	7.0603899
3.7806929	10.350185	11.6237187	11.991531	12.2822464	10.8625579	13.2851592	3.7806929	12.6700189	17.2393943	12.7759264	15.3005571	11.0225551	14.3879344	12.2292007
3.8085337	9.0033972	10.6385712	12.2412174	14.5189509	12.3457587	10.6545177	8.0254799	13.0337332	11.7994845	17.3504234	15.5843103	3.8085337	13.716316	3.8085337
12.0895834	20.4550753	11.8567725	12.6108833	15.0273617	3.8455894	12.8811102	6.5661545	11.7148362	3.8455894	17.9000839	9.0633703	14.8011048	15.1666143	9.4247378
11.1507948	8.1993981	17.6364796	14.6613979	14.8464567	10.1480253	18.0419034	3.8206838	11.8792487	14.9006086	17.7798731	12.9503832	3.8206838	16.638864	11.2349041
14.6644332	9.1276803	15.2174695	11.8051439	10.252116	12.223852	19.1507936	6.6501393	15.2847128	29.7729421	18.2636245	14.6172533	10.6008089	14.4531238	13.5796941
16.824534	10.7304494	26.2466167	20.1968807	10.6879749	10.6755719	22.6224732	9.2709882	14.3735957	34.6709645	19.9860301	13.3505863	11.1270686	24.4911938	10.0566347
11.2178319	12.6441905	9.0335811	13.0142595	15.8502716	21.0626714	11.5588902	3.9526386	12.9004564	11.2843167	14.721406	14.6080381	12.488424	12.782704	8.8188024
14.3470499	12.2526348	21.0766773	17.1882823	14.7374548	10.1402473	20.262177	10.2708459	11.590265	14.0265286	14.4084504	13.6702048	11.4920164	18.5372383	8.5324492
11.3004464	11.6364762	10.8501223	12.3629438	12.1829835	9.9711334	11.8840164	9.0154487	13.6757988	15.1123258	16.3871885	14.4798823	8.6568989	13.7598872	11.1493255
3.9487611	10.8787442	18.2290801	11.802736	11.8072867	3.9487611	21.8585987	8.0085719	15.6745671	14.5757375	18.8431913	16.6711153	11.3524703	16.1730095	3.9487611
15.3896122	13.9355084	20.5366308	17.5276399	12.1144454	12.3463967	19.9397369	8.5885457	13.8889824	21.910971	18.6388727	12.1427563	11.9835563	23.6915959	10.1885349
3.9734068	12.4888257	16.6767604	14.1183797	17.9581019	23.6585395	17.7645826	3.9734068	12.813023	16.9499884	13.6514384	12.4490988	5.923456	13.5193448	14.6153146
20.0294859	18.1381036	20.3416257	23.2269918	12.9683699	16.4966418	11.3764316	8.5498843	12.3122686	20.9985824	16.8549257	11.4152393	13.4292051	16.9133129	4.027237
12.7981307	11.3766544	13.3654375	12.1690808	13.9838755	12.6886256	11.4062257	8.2138153	13.5791496	14.309133	16.4216329	14.6717141	10.2968116	11.5866433	11.6156453
22.2135955	15.8218701	23.1321376	21.4286251	11.0088552	13.6684642	15.4234111	9.6749265	13.6840651	15.2932039	16.2670116	11.5314744	12.447181	17.9205562	9.5074939
18.83324	21.3126005	19.3322154	19.977245	13.4919234	4.0243658	17.1272217	8.6564449	14.0797814	10.702891	15.312012	4.0243658	11.8245434	18.0443144	4.0243658
14.6767967	11.6777096	28.2374927	12.7535952	10.720495	3.9984656	25.2064033	3.9984656	20.2229137	18.1567402	17.4001285	15.3522855	11.1701275	22.6333373	8.6885317
19.248935	3.9307266	23.4678918	24.4552936	11.2509594	12.4385511	19.2206139	5.2690026	13.3819196	13.9562634	18.5282213	9.5343574	11.9938935	17.5858204	3.9307266
15.5057649	11.7221228	17.9790537	18.2685507	11.9345222	3.947442	14.1945063	10.0355683	11.9100342	19.1062774	15.6358968	11.3998753	12.2893227	13.5385944	13.0784322
16.2460631	9.5678946	19.3807824	19.9138684	3.9343821	9.7294846	21.6547901	3.9343821	16.6828726	17.0334345	16.5867474	17.220029	11.683407	20.6385504	9.899356
14.1748323	15.3380589	18.2425158	18.7983889	8.2904733	3.7542482	13.7951045	9.2172836	14.6322193	20.9679582	17.7263061	16.860611	16.7112114	19.2293915	11.369989
15.27938	12.0474975	17.4984356	14.7260728	3.9770772	3.9770772	14.8952386	9.4680037	13.9703746	19.5003246	14.1087606	14.943128	13.9852026	19.0740566	12.1634603
14.3586135	12.8428898	19.2145973	12.9460742	10.2486572	9.67546	21.5429277	8.2340034	12.7865093	17.8068297	17.843884	13.51843	12.7215339	20.2457273	9.6525107
17.8794518	17.4231086	18.3234134	25.4088182	12.698762	14.6176944	22.0663794	10.0999999	10.2503771	16.9806419	12.9377143	9.1410799	12.0149565	18.5982995	13.0584144
9.3243525	13.7751595	14.0314651	11.1450979	4.0214172	4.0214172	14.8969445	8.3789079	14.850633	16.0103875	18.9749849	18.7577463	12.2737731	21.2008845	9.9333156
19.8368633	11.8175119	25.1400932	20.9696451	9.145757	9.7003323	12.7971104	8.6677939	12.6741989	15.6742759	16.6617594	14.5617971	16.4527556	17.4160836	3.8694624
10.5755019	3.9572782	17.0469296	8.1253411	15.4655808	10.474156	19.4635426	7.8630244	17.5600859	13.2030863	18.1798037	15.3016624	14.1081084	16.4428662	3.9572782
22.6494611	12.9246841	23.5734585	16.2371737	8.9736156	11.2391215	15.720828	9.2663637	13.4679116	15.9048463	17.045641	16.2156905	15.5156291	15.1686371	3.9299416
13.4299302	12.8492341	14.7263	11.1066619	4.0620975	11.2477045	13.1743952	4.0620975	14.3755813	12.310818	17.8351361	16.9446147	15.1650271	19.6498301	11.9585329
9.8363083	14.2478962	17.0065825	9.7290971	11.8006735	8.8139381	31.9146526	3.8538445	20.2251487	12.3357126	13.3024287	15.6938495	12.1330126	19.680817	7.7180237
11.5037572	10.8071753	21.6733582	16.5830676	9.2906897	4.0917046	33.694564	4.0917046	15.7255745	10.7278798	14.6860796	16.5591469	14.9775231	14.0752066	7.7067408
12.6478036	3.9785663	24.1266505	11.564656	3.9785663	3.9785663	18.9489405	7.8670683	18.1572358	13.1913013	13.7903819	14.0210221	14.5515838	15.8469861	3.9785663
15.7514823	11.2215234	19.0954349	18.9262488	11.7690871	3.9211166	21.7734549	10.2603927	13.2979022	15.2664607	15.9150628	15.7891045	12.2851782	17.3050511	3.9211166
14.7229156	11.2449912	21.5201265	17.6673408	11.5541995	10.6833549	16.8726547	6.992482	16.4029808	15.0987519	19.7571016	15.844373	11.5056337	13.7878011	3.9946162
3.870991	10.9676129	16.8470792	11.8089053	14.9062923	3.870991	3.870991	3.870991	12.2648278	12.0386078	17.1840136	12.8859928	16.0386422	13.6444179	10.0217891
12.7211961	9.064418	15.5771198	9.9036186	3.815242	3.815242	13.1446482	7.9262892	14.3462801	13.202129	17.6808587	13.4613569	12.2758959	14.9804639	7.0904803
10.5644262	9.0767374	10.544446	7.9191096	14.9270334	3.8711495	15.9274109	8.0080329	15.1006979	20.4448322	17.011147	14.999352	10.5066507	12.7227966	3.8711495
3.7730952	10.977556	14.1545662	13.7301325	12.4493713	11.6620269	9.3127458	3.7730952	13.7211274	13.5687526	14.5033859	15.1549383	12.760778	11.9943818	3.7730952
9.1451498	9.6726468	3.8507026	11.3849766	12.7262987	3.8507026	10.0215956	7.4718164	12.8760256	10.1603054	20.2573117	14.0341753	14.4392403	12.0116502	9.5695583
13.327059	10.9166059	10.5871516	11.6798162	12.2734996	3.7535852	3.7535852	6.237123	12.5930083	11.4234306	15.6529686	12.2864733	12.3031856	13.2741493	10.7819746
14.4505943	11.9022377	11.5477133	9.6952637	12.9690361	3.8708351	3.8708351	7.280751	13.0389187	3.8708351	12.1243758	3.8708351	10.0599779	12.6354792	11.6471154
3.9453388	12.3040044	3.9453388	14.6505314	16.6879667	10.221799	13.4748961	3.9453388	13.9281617	3.9453388	13.629421	3.9453388	11.5302402	12.2634399	3.9453388
4.0077559	9.7711486	21.5492323	12.3371352	9.1160439	19.8849033	14.6058236	10.136292	14.1671442	10.3107223	21.2584841	10.7764336	10.183023	14.7562368	4.0077559
13.3881308	3.8564371	18.930786	13.214209	9.6532397	3.8564371	10.9116619	9.5449439	14.0704402	13.4867024	21.2554478	11.4799657	11.3076517	16.2547241	10.5962567
15.1500078	7.9837238	17.616935	15.4130522	10.4629375	13.9306757	13.6171412	8.0409484	14.6263671	13.6890528	19.4899613	14.0216041	10.8771879	13.2357831	11.2926342
7.3923295	10.232634	14.8107516	11.5908462	12.4717926	12.2947168	10.176228	8.0652702	12.336588	9.0821742	14.2573318	14.8519543	11.8369491	16.1852689	9.4633922
14.5457607	9.7788736	33.9732522	12.8486768	12.4897283	12.0776649	27.0993	9.4447904	15.1240735	13.6021632	17.9326863	14.8592797	14.4721938	25.5013485	4.0138677
19.5538733	11.6498584	43.4716333	17.066562	12.5698433	16.1538183	36.8501913	9.545522	15.5533147	13.0541418	23.449939	14.9462367	13.0242176	16.2293877	4.075029
14.1892689	4.0310863	15.8120447	19.214104	14.6388957	12.2922482	24.1574813	9.3793326	19.5857688	13.7259624	18.8457253	18.9703062	10.9135776	19.9535921	10.1269665
13.4287474	9.7734539	40.1469671	26.4425979	14.022457	3.973528	20.4787832	8.1862939	14.7123078	13.2009077	19.2504629	14.8726807	11.4480708	18.0287794	10.5324005
9.9943196	3.978759	9.6076843	10.5107971	8.5185724	3.978759	18.304566	6.6351049	17.0813951	18.9502718	23.0253493	14.5884564	12.4861934	15.5472306	8.9512415
10.6845349	12.0439186	13.734521	14.115498	16.8339779	3.8703687	10.4915284	8.0046196	12.1833685	12.13159	12.9710086	12.3091817	11.8190843	11.9555686	8.9881706
10.6163062	4.0266911	22.0714661	19.4977849	10.1582197	11.8473309	22.0755022	6.2512926	14.7330554	16.3994904	18.4087068	15.0112556	10.6413239	21.8833961	4.0266911
11.0041403	3.8882116	21.7855583	25.7298122	9.9196247	3.8882116	25.4902832	8.8271789	15.8679708	13.2379774	18.305307	11.5449669	10.161907	18.0302507	9.8301425
3.963714	12.3518591	21.2827866	14.3684491	3.963714	14.0585979	16.0916106	9.6799231	14.2784548	13.5911899	23.8697578	16.6252553	11.2657419	18.3440978	9.5079789
3.9043382	11.3926608	12.9258469	13.7659311	17.1597163	11.5583024	14.2035664	11.3945468	12.8574819	9.3473513	14.3824174	10.5656015	13.7138502	12.2978324	9.781496
16.4117593	11.609072	21.4552401	15.5546755	11.5015628	11.6137217	18.4436834	7.6497686	13.3451281	11.9999364	19.3206643	12.838475	11.0175812	14.397923	11.6752231
3.8192448	9.0331327	18.4796979	15.2119038	11.7551972	13.5903009	28.5496489	7.7972747	13.3408059	14.3610066	17.0304673	12.5655428	14.0705984	19.6498304	11.2752447
21.2985418	11.2899926	23.1636071	26.133915	11.3724997	10.901016	24.0301762	3.9487969	12.8410152	14.8714702	17.0740675	10.5260932	12.4050411	17.1521766	3.9487969
19.1081555	13.1231801	20.2803443	15.2514638	10.9471047	11.6058564	18.9736768	8.9945559	15.4611176	17.7694123	18.2690402	10.8752492	9.9750348	21.6879769	8.8676697
23.646358	12.1585298	24.7032533	21.5588654	10.4068753	10.9740551	15.606316	8.7310135	14.6184328	27.7565294	19.0445992	11.7946878	16.6899564	25.6797372	10.2802354
22.16651	12.475157	28.8198395	22.2737545	9.6991447	10.1634159	22.3907039	8.2188704	13.9742343	19.169239	16.7710507	13.7262957	13.4512222	21.5389598	9.8038787
26.6841039	15.0652934	42.0870654	25.1447585	12.5463223	12.6279487	21.8622293	11.7878794	13.2782236	21.0246346	18.0756811	13.7335475	13.8997025	20.5211528	10.2334128
33.5202794	13.0519463	32.8538249	36.0406543	4.0509427	16.7056378	23.6833011	9.6073087	14.0421905	13.6190547	20.4899438	12.2618307	13.8714694	37.4753196	8.3386141
18.2688989	12.5991785	21.7564064	16.4924581	11.4756658	3.9332704	28.7381816	7.2279364	14.7117499	21.8010378	18.9462134	13.732215	14.1806484	18.4403452	8.9211977
31.2766784	14.8705668	30.6171138	33.3207755	13.1799766	3.9681509	31.5960853	12.8190485	12.1305006	14.1974713	18.5565678	16.5230901	14.2842659	21.2217881	3.9681509
16.1556042	20.2492997	32.7929008	15.7645988	16.2108161	20.8891357	25.5214162	10.1100443	10.949276	27.7220724	22.3634771	11.5209418	13.7475161	25.6825128	16.650212
21.7712162	14.5190056	24.9584001	32.7844256	10.8855715	12.3827635	14.8390474	10.1446302	14.8438852	16.705774	16.2133659	14.0724466	14.0460611	20.5366848	10.7416407
14.9122644	13.7820045	18.4510363	13.430153	15.8080111	12.3314297	11.7141346	6.3538251	11.3808903	14.0152528	15.8827431	14.1635116	14.8514025	14.0677427	9.7767188
13.2360721	4.0625393	22.2181665	15.8675131	17.0461154	4.0625393	18.7563792	9.1511121	12.7385303	12.0213152	17.9251102	12.5398874	13.2646945	15.0255256	12.1355226
17.6266167	9.6914448	16.0148107	13.9014984	14.5938023	13.6619757	11.7192705	9.3814683	13.8242937	12.6838691	16.1358036	14.7308967	13.1115955	15.4346004	10.4372923
12.4002299	3.8335328	15.1879792	11.9261037	13.6207898	3.8335328	19.2646765	9.5211871	13.6570857	14.5166472	21.6383052	13.7713529	13.5293641	12.6053595	3.8335328
15.0985988	3.8559137	11.7537283	12.9411023	15.5068492	10.5393367	11.3828711	8.7458621	14.0258058	13.9474482	15.3819501	16.3475744	11.0783078	15.2073999	3.8559137
15.4092704	9.6406352	16.9836564	12.7030884	14.0666645	10.8555309	21.4734592	3.9052513	12.3291514	10.3560117	13.7250069	3.9052513	14.5749488	15.9712685	10.492872
16.8441298	10.2897701	14.6440509	15.4109967	15.6637825	3.8333249	16.0729375	5.6633023	9.7806163	12.4642988	14.1372432	10.0970844	15.6128744	19.8069324	3.8333249
13.747459	3.9290268	17.0715571	15.7576281	17.761571	16.6732295	11.2988781	8.275502	13.6243111	11.4658689	18.6967989	14.5302234	17.0644311	16.3878469	11.9740652
10.8217931	3.9509376	10.3930222	14.6381103	16.131081	3.9509376	13.3399941	9.3464454	11.5711582	13.5832288	17.4345925	3.9509376	10.7823077	11.4274167	9.1525254
15.1171386	3.9129715	15.5388454	13.3356599	15.7895817	13.6859466	24.8410301	6.8958606	11.3473992	13.0902936	18.1499787	10.8473947	14.3275859	13.2291474	3.9129715
12.5325273	4.0351325	16.250452	15.4229702	18.0483921	4.0351325	25.8668361	9.223163	11.7089038	9.4903583	19.3757759	4.0351325	13.4229059	19.2405557	4.0351325
13.5552091	12.0892544	13.8789925	19.3470504	8.4141652	13.3018697	28.0277752	10.0094586	11.8385681	15.0466147	15.93074	10.4254077	12.7511183	14.6631157	12.089483
14.9372084	9.6422009	15.4239425	11.8355896	11.8608862	3.8408029	14.8770556	3.8408029	11.5325107	13.3541806	17.7418871	11.459447	17.6843606	16.0726439	14.0700247
12.1277041	13.7347178	10.8805951	13.9723136	8.9492003	11.8858943	3.5848956	8.9512597	14.6223162	9.8608764	15.0067642	10.7229227	11.8360837	13.3415532	9.8167918
