PPARG	NFATC2	BCL6	MAFB	PRDM1	SNAI3	EGR2	ETS1	STAT1	FOS
11.0527145	13.4361097	9.3504879	8.3609882	9.6354676	10.3876956	3.6047838	8.0231746	12.087298	8.7701233
10.3436601	13.3612204	12.5029953	3.7122474	3.7122474	14.0463501	3.7122474	8.6814685	12.675162	10.6701711
14.2380592	8.1899892	3.6456573	3.6456573	7.1361815	13.2864438	3.6456573	4.6932697	12.4315585	8.7141106
3.8436043	10.8554273	11.4590769	3.8436043	3.8436043	15.5756193	3.8436043	3.8436043	14.2344862	12.5562244
13.0914241	4.054388	4.054388	4.054388	4.054388	11.2839781	4.054388	4.054388	11.5461434	4.054388
12.1488314	9.6504485	9.1222077	3.54798	3.54798	9.3824264	3.54798	7.2831292	11.2127508	9.8464272
17.5908179	11.1792629	11.7324268	3.7778898	10.839047	3.7778898	3.7778898	9.5536981	13.5857933	3.7778898
14.6957673	8.6315332	12.5794269	10.1709795	9.4231058	3.6135547	10.198153	8.3357046	11.8277023	9.7196724
11.0079171	10.0363065	3.7199656	3.7199656	8.935208	10.3725079	3.7199656	3.7199656	11.9707024	9.0402748
10.0182213	10.7555243	10.5120321	3.6229971	8.2860214	7.8843326	3.6229971	7.022525	12.0125983	11.0000201
17.0730661	11.5720467	9.8986558	3.739881	3.739881	10.5062094	3.739881	3.739881	11.4075697	12.5884566
11.7427518	9.311936	8.8888119	3.5993095	9.2706655	10.7397859	3.5993095	3.5993095	12.165708	9.7456217
13.725497	10.1210064	12.8956044	11.0291923	9.8642817	10.0145758	12.8828326	8.0820678	13.3721433	12.7410752
13.1238941	14.3664756	11.45592	3.8166645	12.7905099	16.2229118	3.8166645	9.3425865	13.0045372	12.0956196
9.3244311	9.7449713	3.6266033	8.6138486	3.6266033	3.6266033	3.6266033	5.4454014	11.81672	3.6266033
3.7995623	10.303502	10.2938591	3.7995623	9.6362931	3.7995623	3.7995623	3.7995623	12.2564947	13.0516852
12.7669748	10.2643096	10.2441357	10.7422625	10.5654458	9.9163607	12.5968616	8.0439947	12.2231659	9.3701122
11.1356927	3.8491	9.6315202	3.8491	9.5436071	3.8491	3.8491	7.5476692	13.4174449	10.1460645
3.7977731	14.2812166	10.9317061	8.6707823	10.8068429	3.7977731	3.7977731	6.5602369	11.1245951	11.8089526
14.2302452	12.5353717	10.5794867	3.6421121	8.7766866	16.1748433	3.6421121	3.6421121	12.3499287	12.0828541
9.8573341	3.8589574	10.1524012	3.8589574	10.4042751	13.2655258	10.9612756	5.336334	13.3355173	3.8589574
10.1604074	8.9959501	10.2834408	3.5561449	8.6076964	12.1594189	3.5561449	3.5561449	12.4185514	12.1917686
12.4562378	11.7729313	13.3512053	11.6934558	7.6830616	9.0953493	9.3172984	8.2733901	13.3476444	14.4807087
7.3120456	12.2684625	3.6846757	3.6846757	7.3337469	10.6523427	3.6846757	7.2758305	11.80852	8.0843334
12.3730294	15.0165448	8.8361306	3.7483701	9.2826533	12.6815594	3.7483701	6.1011433	11.6150537	8.9309646
14.0641986	13.4767734	12.9543525	12.2105336	3.8738177	3.8738177	13.9541163	8.4921668	13.0652079	14.8911983
10.618982	9.2891054	7.1636991	8.4912783	8.1486065	9.9599568	3.6188073	6.7469639	14.1349071	9.3838081
3.7802696	9.7465897	8.6953699	3.7802696	3.7802696	3.7802696	3.7802696	5.9175946	12.6815901	8.8553529
10.7500479	10.6389535	9.3954337	3.8411113	3.8411113	9.3554079	3.8411113	6.8104839	12.2593991	11.4289785
12.8426943	11.4808644	10.2085428	7.6416599	3.7440621	9.6801637	3.7440621	7.2249403	13.7042887	8.3755206
3.7702028	10.5877863	11.1663564	3.7702028	9.3008109	3.7702028	3.7702028	3.7702028	11.0823007	10.2336703
3.8108946	13.9300427	10.9439379	8.5666495	3.8108946	10.6443889	19.9877994	6.3458279	18.4682833	13.7595375
3.7750073	3.7750073	11.6554121	3.7750073	6.9851784	3.7750073	3.7750073	3.7750073	11.7377025	11.6866801
11.7555713	8.8648515	14.2289136	13.326949	10.2734198	3.8759617	15.5593301	3.8759617	10.86833	9.9220473
8.584217	9.4181157	9.0856196	3.607368	8.270322	8.2727418	3.607368	3.607368	11.3779456	12.0425409
3.9539206	12.0729901	3.9539206	3.9539206	3.9539206	15.2990408	3.9539206	7.1835561	12.2769243	3.9539206
12.2073518	10.3776872	3.7767504	3.7767504	9.8896453	3.7767504	3.7767504	3.7767504	12.4912688	11.1306407
3.6998749	10.7897774	10.618981	3.6998749	3.6998749	8.2559048	3.6998749	8.4020624	11.795293	3.6998749
11.8809035	9.4487105	10.1716925	3.8016327	3.8016327	3.8016327	3.8016327	8.1342528	11.1060849	8.9261503
9.989729	9.8085645	3.8229742	3.8229742	10.5922198	3.8229742	3.8229742	6.902445	11.7894441	10.2336675
12.4411633	11.4278594	9.8037188	3.7842923	7.002314	10.5398746	3.7842923	6.5678383	11.1743177	10.6610366
10.2989218	10.9091761	3.7280782	3.7280782	3.7280782	3.7280782	3.7280782	3.7280782	11.0016755	9.7054501
9.8615964	9.5770151	3.808762	8.9810204	8.1753157	3.808762	9.4283935	3.808762	10.967739	9.438671
11.1094324	13.957079	10.457901	8.7843576	9.6697046	3.8217655	9.7824608	7.6966209	11.3108566	11.9574797
3.9203992	12.1324036	3.9203992	3.9203992	7.5706856	3.9203992	3.9203992	3.9203992	11.0794773	3.9203992
9.5877648	11.3262894	3.9121533	3.9121533	3.9121533	3.9121533	3.9121533	5.1871337	11.9471046	11.1937644
10.6806094	10.7215293	11.1175432	3.7897869	3.7897869	9.9988765	3.7897869	5.2555074	11.6646887	12.8429314
10.0388651	3.8682133	3.8682133	3.8682133	10.9468824	13.0664867	3.8682133	3.8682133	14.4773379	10.4466489
