PPARG	NFATC2	BCL6	MAFB	PRDM1	SNAI3	EGR2	ETS1	STAT1	FOS
11.1507948	8.1993981	17.6364796	14.6613979	14.8464567	10.1480253	18.0419034	3.8206838	11.8792487	14.9006086
14.6644332	9.1276803	15.2174695	11.8051439	10.252116	12.223852	19.1507936	6.6501393	15.2847128	29.7729421
16.824534	10.7304494	26.2466167	20.1968807	10.6879749	10.6755719	22.6224732	9.2709882	14.3735957	34.6709645
11.2178319	12.6441905	9.0335811	13.0142595	15.8502716	21.0626714	11.5588902	3.9526386	12.9004564	11.2843167
14.3470499	12.2526348	21.0766773	17.1882823	14.7374548	10.1402473	20.262177	10.2708459	11.590265	14.0265286
11.3004464	11.6364762	10.8501223	12.3629438	12.1829835	9.9711334	11.8840164	9.0154487	13.6757988	15.1123258
3.9487611	10.8787442	18.2290801	11.802736	11.8072867	3.9487611	21.8585987	8.0085719	15.6745671	14.5757375
15.3896122	13.9355084	20.5366308	17.5276399	12.1144454	12.3463967	19.9397369	8.5885457	13.8889824	21.910971
3.9734068	12.4888257	16.6767604	14.1183797	17.9581019	23.6585395	17.7645826	3.9734068	12.813023	16.9499884
20.0294859	18.1381036	20.3416257	23.2269918	12.9683699	16.4966418	11.3764316	8.5498843	12.3122686	20.9985824
12.7981307	11.3766544	13.3654375	12.1690808	13.9838755	12.6886256	11.4062257	8.2138153	13.5791496	14.309133
22.2135955	15.8218701	23.1321376	21.4286251	11.0088552	13.6684642	15.4234111	9.6749265	13.6840651	15.2932039
18.83324	21.3126005	19.3322154	19.977245	13.4919234	4.0243658	17.1272217	8.6564449	14.0797814	10.702891
14.6767967	11.6777096	28.2374927	12.7535952	10.720495	3.9984656	25.2064033	3.9984656	20.2229137	18.1567402
19.248935	3.9307266	23.4678918	24.4552936	11.2509594	12.4385511	19.2206139	5.2690026	13.3819196	13.9562634
15.5057649	11.7221228	17.9790537	18.2685507	11.9345222	3.947442	14.1945063	10.0355683	11.9100342	19.1062774
16.2460631	9.5678946	19.3807824	19.9138684	3.9343821	9.7294846	21.6547901	3.9343821	16.6828726	17.0334345
14.1748323	15.3380589	18.2425158	18.7983889	8.2904733	3.7542482	13.7951045	9.2172836	14.6322193	20.9679582
15.27938	12.0474975	17.4984356	14.7260728	3.9770772	3.9770772	14.8952386	9.4680037	13.9703746	19.5003246
14.3586135	12.8428898	19.2145973	12.9460742	10.2486572	9.67546	21.5429277	8.2340034	12.7865093	17.8068297
17.8794518	17.4231086	18.3234134	25.4088182	12.698762	14.6176944	22.0663794	10.0999999	10.2503771	16.9806419
9.3243525	13.7751595	14.0314651	11.1450979	4.0214172	4.0214172	14.8969445	8.3789079	14.850633	16.0103875
19.8368633	11.8175119	25.1400932	20.9696451	9.145757	9.7003323	12.7971104	8.6677939	12.6741989	15.6742759
10.5755019	3.9572782	17.0469296	8.1253411	15.4655808	10.474156	19.4635426	7.8630244	17.5600859	13.2030863
22.6494611	12.9246841	23.5734585	16.2371737	8.9736156	11.2391215	15.720828	9.2663637	13.4679116	15.9048463
13.4299302	12.8492341	14.7263	11.1066619	4.0620975	11.2477045	13.1743952	4.0620975	14.3755813	12.310818
9.8363083	14.2478962	17.0065825	9.7290971	11.8006735	8.8139381	31.9146526	3.8538445	20.2251487	12.3357126
11.5037572	10.8071753	21.6733582	16.5830676	9.2906897	4.0917046	33.694564	4.0917046	15.7255745	10.7278798
12.6478036	3.9785663	24.1266505	11.564656	3.9785663	3.9785663	18.9489405	7.8670683	18.1572358	13.1913013
15.7514823	11.2215234	19.0954349	18.9262488	11.7690871	3.9211166	21.7734549	10.2603927	13.2979022	15.2664607
14.7229156	11.2449912	21.5201265	17.6673408	11.5541995	10.6833549	16.8726547	6.992482	16.4029808	15.0987519
3.870991	10.9676129	16.8470792	11.8089053	14.9062923	3.870991	3.870991	3.870991	12.2648278	12.0386078
12.7211961	9.064418	15.5771198	9.9036186	3.815242	3.815242	13.1446482	7.9262892	14.3462801	13.202129
10.5644262	9.0767374	10.544446	7.9191096	14.9270334	3.8711495	15.9274109	8.0080329	15.1006979	20.4448322
3.7730952	10.977556	14.1545662	13.7301325	12.4493713	11.6620269	9.3127458	3.7730952	13.7211274	13.5687526
9.1451498	9.6726468	3.8507026	11.3849766	12.7262987	3.8507026	10.0215956	7.4718164	12.8760256	10.1603054
13.327059	10.9166059	10.5871516	11.6798162	12.2734996	3.7535852	3.7535852	6.237123	12.5930083	11.4234306
14.4505943	11.9022377	11.5477133	9.6952637	12.9690361	3.8708351	3.8708351	7.280751	13.0389187	3.8708351
3.9453388	12.3040044	3.9453388	14.6505314	16.6879667	10.221799	13.4748961	3.9453388	13.9281617	3.9453388
4.0077559	9.7711486	21.5492323	12.3371352	9.1160439	19.8849033	14.6058236	10.136292	14.1671442	10.3107223
13.3881308	3.8564371	18.930786	13.214209	9.6532397	3.8564371	10.9116619	9.5449439	14.0704402	13.4867024
15.1500078	7.9837238	17.616935	15.4130522	10.4629375	13.9306757	13.6171412	8.0409484	14.6263671	13.6890528
7.3923295	10.232634	14.8107516	11.5908462	12.4717926	12.2947168	10.176228	8.0652702	12.336588	9.0821742
14.5457607	9.7788736	33.9732522	12.8486768	12.4897283	12.0776649	27.0993	9.4447904	15.1240735	13.6021632
19.5538733	11.6498584	43.4716333	17.066562	12.5698433	16.1538183	36.8501913	9.545522	15.5533147	13.0541418
14.1892689	4.0310863	15.8120447	19.214104	14.6388957	12.2922482	24.1574813	9.3793326	19.5857688	13.7259624
13.4287474	9.7734539	40.1469671	26.4425979	14.022457	3.973528	20.4787832	8.1862939	14.7123078	13.2009077
9.9943196	3.978759	9.6076843	10.5107971	8.5185724	3.978759	18.304566	6.6351049	17.0813951	18.9502718
10.6845349	12.0439186	13.734521	14.115498	16.8339779	3.8703687	10.4915284	8.0046196	12.1833685	12.13159
10.6163062	4.0266911	22.0714661	19.4977849	10.1582197	11.8473309	22.0755022	6.2512926	14.7330554	16.3994904
11.0041403	3.8882116	21.7855583	25.7298122	9.9196247	3.8882116	25.4902832	8.8271789	15.8679708	13.2379774
3.963714	12.3518591	21.2827866	14.3684491	3.963714	14.0585979	16.0916106	9.6799231	14.2784548	13.5911899
3.9043382	11.3926608	12.9258469	13.7659311	17.1597163	11.5583024	14.2035664	11.3945468	12.8574819	9.3473513
16.4117593	11.609072	21.4552401	15.5546755	11.5015628	11.6137217	18.4436834	7.6497686	13.3451281	11.9999364
3.8192448	9.0331327	18.4796979	15.2119038	11.7551972	13.5903009	28.5496489	7.7972747	13.3408059	14.3610066
21.2985418	11.2899926	23.1636071	26.133915	11.3724997	10.901016	24.0301762	3.9487969	12.8410152	14.8714702
19.1081555	13.1231801	20.2803443	15.2514638	10.9471047	11.6058564	18.9736768	8.9945559	15.4611176	17.7694123
23.646358	12.1585298	24.7032533	21.5588654	10.4068753	10.9740551	15.606316	8.7310135	14.6184328	27.7565294
22.16651	12.475157	28.8198395	22.2737545	9.6991447	10.1634159	22.3907039	8.2188704	13.9742343	19.169239
26.6841039	15.0652934	42.0870654	25.1447585	12.5463223	12.6279487	21.8622293	11.7878794	13.2782236	21.0246346
33.5202794	13.0519463	32.8538249	36.0406543	4.0509427	16.7056378	23.6833011	9.6073087	14.0421905	13.6190547
18.2688989	12.5991785	21.7564064	16.4924581	11.4756658	3.9332704	28.7381816	7.2279364	14.7117499	21.8010378
31.2766784	14.8705668	30.6171138	33.3207755	13.1799766	3.9681509	31.5960853	12.8190485	12.1305006	14.1974713
16.1556042	20.2492997	32.7929008	15.7645988	16.2108161	20.8891357	25.5214162	10.1100443	10.949276	27.7220724
21.7712162	14.5190056	24.9584001	32.7844256	10.8855715	12.3827635	14.8390474	10.1446302	14.8438852	16.705774
14.9122644	13.7820045	18.4510363	13.430153	15.8080111	12.3314297	11.7141346	6.3538251	11.3808903	14.0152528
13.2360721	4.0625393	22.2181665	15.8675131	17.0461154	4.0625393	18.7563792	9.1511121	12.7385303	12.0213152
17.6266167	9.6914448	16.0148107	13.9014984	14.5938023	13.6619757	11.7192705	9.3814683	13.8242937	12.6838691
12.4002299	3.8335328	15.1879792	11.9261037	13.6207898	3.8335328	19.2646765	9.5211871	13.6570857	14.5166472
15.0985988	3.8559137	11.7537283	12.9411023	15.5068492	10.5393367	11.3828711	8.7458621	14.0258058	13.9474482
15.4092704	9.6406352	16.9836564	12.7030884	14.0666645	10.8555309	21.4734592	3.9052513	12.3291514	10.3560117
16.8441298	10.2897701	14.6440509	15.4109967	15.6637825	3.8333249	16.0729375	5.6633023	9.7806163	12.4642988
13.747459	3.9290268	17.0715571	15.7576281	17.761571	16.6732295	11.2988781	8.275502	13.6243111	11.4658689
10.8217931	3.9509376	10.3930222	14.6381103	16.131081	3.9509376	13.3399941	9.3464454	11.5711582	13.5832288
15.1171386	3.9129715	15.5388454	13.3356599	15.7895817	13.6859466	24.8410301	6.8958606	11.3473992	13.0902936
12.5325273	4.0351325	16.250452	15.4229702	18.0483921	4.0351325	25.8668361	9.223163	11.7089038	9.4903583
13.5552091	12.0892544	13.8789925	19.3470504	8.4141652	13.3018697	28.0277752	10.0094586	11.8385681	15.0466147
14.9372084	9.6422009	15.4239425	11.8355896	11.8608862	3.8408029	14.8770556	3.8408029	11.5325107	13.3541806
12.1277041	13.7347178	10.8805951	13.9723136	8.9492003	11.8858943	3.5848956	8.9512597	14.6223162	9.8608764
10.5898112	12.3033677	14.747126	8.4164871	11.0022319	3.6700922	14.38206	3.6700922	13.0066291	15.5722866
12.3712662	11.7908654	18.0641444	12.1051971	11.4966731	3.8713533	15.6591216	9.7813118	13.1196186	13.7381803
16.3680395	9.6900736	11.1087282	9.1461357	10.1836435	3.9094803	13.8259395	7.2752185	15.0072652	15.4000386
12.8368639	12.382534	15.2594318	12.3664582	3.757128	3.757128	34.9766227	7.8587147	11.7327827	12.4008535
3.8304659	9.676958	18.6345346	12.6918934	11.4110053	3.8304659	31.1630337	9.6747681	11.9104441	11.8980339
16.1703055	13.6001935	18.8145015	20.3613105	10.6211708	3.7436227	17.5784902	10.570826	11.9030454	12.2232847
15.5079597	12.5712135	9.5235018	15.8624089	3.7730861	3.7730861	27.3786178	6.9140226	11.4961769	10.4554998
11.7630209	10.4415494	11.5432016	16.4584142	12.8391949	3.83182	36.5939216	5.0512898	13.580505	11.4647988
14.0965404	15.4566116	20.8532778	24.75903	14.5335192	11.2157008	25.6090092	3.8384825	11.2236691	16.1832778
20.3784323	14.2770726	22.8814123	34.8807928	12.8141695	11.9512246	28.7398631	3.8063805	10.7893422	20.2990556
3.9317498	8.6504386	18.4707791	15.6125431	15.0459793	3.9317498	22.6110537	3.9317498	12.2312769	13.8523425
22.6294299	14.7036394	19.7795822	26.0847866	12.0999364	22.1671307	16.9433749	9.326019	12.9598906	12.5673221
22.6554389	11.9763303	26.6361411	27.7975044	11.1010288	3.6962279	16.0819111	8.4742966	13.7502904	13.1819714
16.7193444	12.5588518	17.6189305	18.5095749	10.5234963	12.0378258	23.4601648	8.3934883	10.8789695	11.371787
17.7204887	11.4556125	25.6248428	27.135417	10.9080747	3.9193463	20.0069747	8.3030478	10.8679606	14.841481
20.4580073	11.0879316	16.195576	21.9118944	8.741137	3.7297671	16.909373	8.0586762	10.1506948	14.5620784
13.2687274	9.7167113	18.4641528	18.4436805	13.4374928	8.7769276	19.2959149	3.6894055	10.6979845	16.0464224
11.6585474	11.7855394	12.6826987	12.8725239	11.571681	3.7836883	19.3778789	9.9322562	12.6042553	12.6768489
18.8371903	3.7960304	16.2185998	29.5413469	10.617666	3.7960304	23.8284801	9.7880922	10.9826802	14.7590988
14.3254285	11.5825809	16.3238765	18.8615399	11.460194	3.6129833	27.0713778	8.9709352	9.637625	13.7882649
15.9823657	11.7200038	18.7660929	22.8613433	10.4857622	3.7633304	13.6185407	9.326614	9.877438	13.128512
19.655652	14.2625462	11.8388245	20.0755209	11.9905547	3.8334587	25.3262963	5.7206222	10.8196046	11.2229844
18.1773158	3.9737788	20.0124478	24.2582701	14.6590633	3.9737788	30.9181699	10.5973978	15.9823798	11.5571489
16.5797797	13.2970497	16.6396316	18.7016704	12.4114597	3.788473	18.1538931	10.1634524	15.3366424	13.6664355
23.9307274	14.0014271	17.2782029	29.4682591	12.8509636	3.8016353	33.5089079	9.4875614	10.0281926	14.4351853
10.3353604	10.7673396	17.1895292	12.3406644	9.6468452	3.7565099	27.9369403	7.7773987	13.5359955	12.5973039
10.2394878	12.976511	14.7916815	13.3335546	8.4954221	3.7327641	17.6118571	7.3025911	14.0367683	11.004688
15.9329462	12.5748024	17.348642	16.1632461	13.0334304	9.298304	29.0916824	7.3791346	10.3116329	14.4388792
15.1180897	12.3468283	16.9477363	25.5990169	17.3751258	3.7524823	34.0187232	9.1820576	12.7616949	14.7177673
14.9980819	11.1399679	17.2977135	17.631044	10.6277568	3.8447269	21.2390429	3.8447269	10.2761949	15.0757248
11.8679495	13.1258907	13.5883911	18.4312055	11.6277658	3.7026101	28.1070772	6.5577628	12.7698705	12.5632613
13.4140248	10.4736567	12.4325046	14.6255005	10.3336599	3.7201667	15.4484342	6.7355571	10.8037202	12.2968115
16.9811506	11.6782188	16.3060621	18.5192942	9.9081536	3.7980197	21.8352415	10.3178442	12.0781934	15.3552652
16.6322227	13.1778023	20.4427545	19.1055667	10.5926126	3.8028118	30.0995238	6.2473099	11.5532135	19.6845328
21.4724055	11.4326171	18.1992585	26.9724523	13.4977586	9.5870958	37.6639413	9.8175056	12.5146536	24.1614006
13.9217699	3.8358883	26.6957924	12.3249102	10.1189657	11.6019958	37.4631404	5.919822	13.2821152	12.0395309
12.5194436	11.1546669	17.4460277	14.7359597	11.5915566	3.7474457	22.044649	10.2686748	10.2715473	12.678534
16.8969719	14.7209439	13.3241313	21.4264453	8.7302042	3.7734195	27.7800537	8.8784535	11.163768	14.705632
14.8347491	11.7068898	15.5146587	16.6255179	12.9159175	3.7720436	16.4329563	6.9614934	11.1472169	18.3895508
11.1894684	10.7650014	24.5990031	13.2754158	12.6614375	9.7314123	18.5497045	3.8891835	12.1010887	13.5424009
16.1103876	12.1703991	19.4502943	21.3813213	13.4306475	3.7176152	21.495857	10.2489642	10.4973248	19.1952505
16.0807865	7.9528214	13.2946399	16.1226123	9.6453405	3.7749815	23.655855	8.7980697	11.2260437	15.8465136
18.0122271	11.7915966	14.9173094	27.2045034	11.882146	3.8907902	27.2711821	10.5798745	13.0335882	12.0089217
14.0342784	13.3406301	17.9142017	13.8602184	10.4036156	4.0824284	16.2825549	8.1512537	14.4106138	17.0684997
12.2789564	11.599937	16.0715344	17.9924659	9.0655756	13.9922488	23.0828754	9.124441	11.2278948	23.0033453
21.1782452	3.7191447	11.3302778	31.7351681	12.386795	3.7191447	23.9105628	9.4224209	11.7436445	9.3000637
16.9023066	10.9931623	20.9477793	21.1447821	11.1404165	9.0197901	35.4809278	9.8395306	11.1653837	17.3573799
17.5865994	9.7662326	18.6770469	13.2195744	3.7747746	10.0680441	19.9709441	7.995629	9.5381229	12.4883749
19.7161717	3.7991933	20.35875	21.5329609	15.5259572	3.7991933	40.4200322	10.258063	10.7605551	17.7033502
19.6607245	11.9925333	22.9278221	33.177785	12.7808547	12.7861296	25.4751322	6.580519	10.4117187	18.9703272
17.7575111	10.9090841	18.6858379	16.4991173	12.5847989	10.6085916	24.2508357	10.0218894	15.9989496	12.0578156
27.7804029	11.8166368	31.7400724	19.927444	13.5517955	4.0594403	24.391943	9.4672628	13.0437927	11.305657
14.8246659	4.1297766	24.4832795	30.2097928	12.0259179	4.1297766	33.7893015	9.5185159	15.0985727	10.9497512
26.637411	9.7983408	31.5812389	52.7314481	4.0981244	4.0981244	16.7011627	7.5515288	11.8284374	12.634858
11.44606	4.230077	12.4245289	8.140996	11.8061869	4.230077	21.6758018	6.5431435	12.857804	11.0870018
20.7077614	11.519555	25.7049531	14.4725804	10.7639225	3.9775596	19.0827183	7.4294484	13.3746135	11.8272724
11.840305	10.1153582	16.3253946	13.9193068	9.4966702	3.9149759	12.4756052	7.8194984	16.3197524	21.8222224
14.6562251	3.7456699	16.7047994	13.6818181	17.7608569	10.9374485	37.3037993	8.1987911	12.8301205	10.8123478
12.8116899	11.9635792	24.7809013	20.4789423	10.7131746	12.903219	19.1683982	8.9634835	13.8196745	13.5585367
12.6404755	15.0466966	9.7711351	10.029365	8.4019798	3.9618579	14.8568582	7.4152849	12.7875875	17.452648
3.8340851	12.5895575	11.4210076	3.8340851	8.9046816	10.3231373	18.2582399	6.7095455	13.4714147	13.086779
9.1359197	14.7493386	13.3319708	10.0562407	10.8386775	8.4588229	16.7564317	7.419068	14.8106616	22.1049034
12.1530353	10.4849298	3.891923	3.891923	3.891923	3.891923	12.4778281	7.9790749	11.0428557	16.1853973
10.2261072	18.537326	12.6809674	12.0372823	9.7179176	3.9100301	17.4380559	3.9100301	13.592606	12.6373161
13.3220266	3.8089585	17.1443714	18.6283605	10.9916942	10.5884833	18.1267678	3.8089585	11.6074226	12.3514677
10.8708963	12.6106113	3.8536884	3.8536884	10.1923097	3.8536884	17.737956	3.8536884	15.7984871	16.4794562
9.2088896	15.2670329	13.6586234	10.7349434	10.105081	11.4069688	14.670435	7.7480797	13.9779263	21.6091239
11.106674	12.2437288	3.7729125	8.4115512	3.7729125	11.2487708	12.2012218	8.5264019	14.398242	13.2229397
22.1635511	12.170821	20.0220354	23.577252	11.6567221	11.9345179	25.0695587	8.1093725	13.8602291	13.5703323
10.8234264	8.9600559	14.8028765	19.3381022	12.6392183	3.8432377	28.2851695	3.8432377	10.6515283	10.7195672
13.8096204	11.562696	20.2209049	33.1806817	12.6720823	11.5655399	20.6942036	8.5110313	10.1573807	10.632173
15.5900822	12.9303508	10.8184045	25.7665523	9.9206508	3.8777224	9.6586166	7.5274237	11.8882911	10.340651
21.508344	10.9473211	28.4726796	24.6014743	12.4249011	11.4001484	34.9961818	7.8221028	11.4429414	12.462419
10.438735	11.0950185	20.4408079	11.3421522	11.3986674	4.1115378	14.0231234	7.3126178	16.2325198	12.9365865
3.7967005	11.1110324	14.8336168	12.8321031	13.5095494	9.7697628	3.7967005	3.7967005	14.0373538	13.3036962
16.9054098	10.9343321	18.0661294	16.2470112	11.5416613	14.6455978	15.7678072	8.975384	13.4889628	12.8545424
13.6319476	12.6051418	4.2223937	4.2223937	4.2223937	16.9219414	17.2725172	5.5333926	13.5521232	11.0896216
4.1664626	4.1664626	40.6429327	18.1332338	16.606311	10.8736427	32.5968797	4.1664626	20.8715691	13.192124
17.5013011	3.7222922	21.078809	19.7133271	13.0610969	13.034415	23.3090457	9.4090108	11.0751553	11.3247805
22.3021582	11.7839785	20.8673021	28.2464238	13.7632021	3.7284316	32.3321179	8.2922731	10.353254	15.1749078
4.0129723	4.0129723	12.9522539	11.9840012	12.7727993	4.0129723	20.7448861	9.3260894	16.6509365	12.6876881
16.5624215	3.9705444	36.0254686	18.991099	14.9429483	3.9705444	36.996634	8.7872289	14.4021611	10.8376303
4.0499986	4.0499986	23.098358	16.132844	12.54601	4.0499986	15.0348243	6.9565203	17.948539	13.9522259
19.7750988	12.1601184	10.3714838	23.2106773	8.6127422	3.8185485	15.6551362	10.8478206	8.2452881	12.6782988
4.0100639	12.7471674	17.2573089	14.5133694	12.4042444	4.0100639	25.9447646	4.0100639	18.8868589	10.8404363
11.8395204	11.6830093	28.6207936	15.4311962	20.1479711	4.1536583	40.0282342	8.2040072	14.7322794	11.9096412
11.3456783	12.6892793	21.8617225	13.7635217	16.6960014	3.8934697	32.1067422	10.3419278	12.6545518	12.9341371
14.8738949	12.003096	29.4693513	23.5529483	12.0788644	12.2631641	34.6003194	7.7775224	14.0533955	12.0554238
17.1787699	10.0777892	20.5327966	26.4649634	10.2048215	13.1472908	14.6859977	3.8741444	15.5918417	12.9542884
15.898944	3.9812122	25.796712	12.346371	13.1305809	12.8710524	14.8190014	8.9801744	15.9661748	3.9812122
4.2637137	4.2637137	20.8933331	16.7074549	14.8661015	4.2637137	30.3852359	7.9003885	17.138455	4.2637137
12.1481931	4.0159161	18.2681292	12.167298	13.9960076	4.0159161	20.8019184	4.0159161	14.5881068	9.9457109
14.974265	11.490861	16.3814529	16.5356166	11.5476356	3.8191029	18.627128	7.373665	8.9619476	16.8339283
14.6080704	12.5593874	18.7127879	21.1166455	11.5741702	3.8529552	17.6804609	6.9137198	9.1905305	16.0665512
4.1117362	4.1117362	23.335764	14.941951	13.2653004	4.1117362	13.4723744	4.1117362	12.8958429	4.1117362
18.1334396	10.5687243	31.2185127	25.7376379	4.0795346	4.0795346	4.0795346	6.7447431	10.2964248	4.0795346
4.108849	8.7640855	18.849768	14.9109831	16.3534693	4.108849	27.2937717	7.3024958	14.7167078	15.8930586
21.5884108	4.0962758	12.8292341	9.2053562	12.7765922	17.6148387	19.069213	4.0962758	13.9717446	15.2658549
3.9758542	10.4703563	17.3998914	12.8942389	17.0797623	3.9758542	16.7840851	6.9301915	14.051031	12.6742296
11.7375867	10.4428386	16.2513181	19.5599397	10.5790457	3.9058207	14.3960335	3.9058207	11.8517042	14.0468195
16.9145276	13.7397197	29.6183854	20.983704	16.9568608	22.2274752	16.6520299	3.89233	12.4874507	12.7565779
19.4000145	11.3003325	16.8832483	19.6492041	19.8700809	21.7590656	22.9350356	6.7871059	9.9766085	10.0868112
10.5046763	13.0266912	3.9176542	15.7458952	3.9176542	3.9176542	15.1243646	3.9176542	13.1342386	18.4179921
3.963044	15.0166694	10.0720199	12.1580481	3.963044	3.963044	17.0027662	6.6877045	14.1955305	23.7106841
3.9732862	13.4255741	3.9732862	17.7108596	12.1257461	3.9732862	16.1187011	3.9732862	11.5910418	28.2176835
23.0620878	10.8294301	64.1910993	26.056376	4.0295175	12.4681603	42.5422163	8.4726871	9.756494	15.2698016
15.7872983	15.08659	12.1025148	21.0149761	10.1614636	15.0066314	19.6608464	3.8599347	12.6423287	19.6571465
11.3340939	15.301335	10.9252513	14.5239512	9.5968312	10.6141876	18.8757088	7.2838446	14.7959293	19.2780288
14.4702964	13.5918057	3.9936664	8.949041	3.9936664	3.9936664	11.8415829	8.1998632	14.0457269	15.1587976
13.3520413	13.3765123	16.3003972	21.3902869	3.9782356	18.9274175	16.9338143	8.7876957	13.7820472	15.198021
13.6993612	11.267743	11.2007932	19.2107874	3.9108104	3.9108104	15.7597431	5.0973975	15.1480237	16.3433617
13.9966799	14.1586025	14.003162	10.0686187	10.2315033	10.9276644	18.4193341	3.9177233	14.6912619	26.458402
9.6414257	10.8798068	15.6062735	19.3401746	18.4864647	10.2682302	21.0750259	3.869418	17.5509829	15.4670945
3.9860799	11.3012933	9.7676943	3.9860799	8.2252059	3.9860799	19.5384737	9.0557696	13.3198678	13.4917015
8.994313	14.3123095	12.5191628	15.4713099	10.4553405	12.6152234	18.2329387	3.9231394	12.0799861	13.3912738
12.0726333	14.6190338	17.3776941	33.1045682	3.9867393	21.1779104	19.2012922	3.9867393	10.7346886	18.9439441
14.0560205	12.5872514	22.308639	14.890702	17.5931993	13.0409172	32.959183	10.5414752	15.9961153	13.4666534
7.636368	14.5378974	13.9859574	16.623114	9.7067751	9.5940382	27.2326964	8.0626344	14.1306036	16.8031013
12.6004882	10.8625389	3.8715486	10.0023512	8.3868067	3.8715486	18.2872084	8.4563119	12.2854164	18.6887698
4.1992166	14.74777	14.0586159	13.499083	4.1992166	14.9683025	11.4048232	6.569959	12.5134075	17.2068086
12.0400742	11.0376569	3.9374118	12.1590017	3.9374118	3.9374118	17.6686384	8.3524198	15.7838947	19.6574447
28.4021597	17.5514633	29.719895	34.5834743	10.1774768	4.0065043	34.9269004	8.0099999	11.2910452	18.8392232
18.2074626	11.0114952	19.1192667	16.7686056	10.8385939	3.827885	27.1058233	8.1826412	11.4573328	20.5181591
11.7609688	9.8074806	13.5460739	13.4403403	9.6647132	10.351449	24.9161098	8.7059707	14.3699709	18.2757988
13.0636849	12.9058386	24.5859068	14.9037891	12.4021267	3.9891615	22.8849108	7.0193966	14.4308242	9.199907
18.132431	12.9175259	27.9828492	29.7059329	15.5395565	4.0044653	39.2288433	7.3942661	11.2073892	13.3524323
16.1383915	8.2833019	10.3357005	7.0611779	10.9112427	9.2077299	13.1012004	3.809997	13.092048	18.7188909
22.4137112	13.1191574	24.4788575	11.1511535	10.4483139	12.4931864	29.8982409	8.6344503	13.9157399	14.5249342
18.3662615	10.9188007	13.5746852	36.6127141	13.4485862	14.696422	17.8057584	8.5988867	10.498562	10.3853128
4.0647305	4.0647305	27.1088522	12.9875615	15.4090421	14.7983427	38.1729687	6.9886807	15.0178292	12.2610653
10.9190768	12.6594036	11.1657711	6.9094948	8.1971325	12.0915288	11.1470568	8.3642958	12.4559485	15.9067797
10.9157123	12.2891538	3.9184377	3.9184377	8.9582248	10.4032322	14.3247224	6.5071664	12.8618925	16.0256543
13.8362211	12.6405198	11.4428863	10.1107318	3.9429841	3.9429841	13.4631334	9.1798796	13.8728772	15.3647704
15.1449037	14.0140938	3.9209933	17.5372732	3.9209933	3.9209933	17.3724495	8.9615053	13.1948363	13.7036721
13.7629364	9.8196599	12.524334	3.8909598	3.8909598	3.8909598	16.7010113	8.2006022	11.9065738	14.1601229
11.8848229	3.9277914	22.2916225	20.9637493	16.0049338	3.9277914	23.2136384	3.9277914	13.7279469	12.2429
13.6002655	11.9825964	17.3150939	18.5230197	15.1389874	3.8957349	20.6097868	3.8957349	12.4273578	13.2615368
11.5361658	11.9813007	13.1585706	14.1079343	3.831332	3.831332	16.0997168	6.1220862	13.2931155	18.437583
3.8048736	13.027256	3.8048736	3.8048736	8.9458976	3.8048736	19.0300521	8.3984258	14.408571	17.1329578
23.7477373	4.0971859	15.89088	17.1130267	20.6196901	4.0971859	33.737452	7.0692572	10.4529231	4.0971859
16.595681	11.0549328	21.5687765	11.1889255	13.3144137	15.2469219	28.6000368	6.523858	10.5812023	11.2405581
31.2716585	12.3951968	19.8312605	22.4368635	12.0846274	4.0159329	29.4807817	8.0798805	12.2640476	15.9900733
26.260278	13.3092372	27.1090148	27.3906572	16.3994383	11.1611722	37.031442	9.1860985	10.5161557	14.9273174
18.2123529	12.1094012	12.1073146	13.3344973	12.1650331	3.9282933	17.427586	8.4959342	12.1058691	13.1084221
17.402109	4.1071417	33.5026311	21.2945813	19.5559367	4.1071417	40.943863	4.1071417	10.8583864	18.5004808
11.4852394	3.9123994	16.3141906	15.8217813	9.5407868	8.6924145	21.2318981	5.7888958	11.250456	9.8559531
15.0605123	10.4059679	21.1861075	24.8626291	12.036672	9.2517469	18.7782606	8.9956723	12.1332096	11.0458513
13.7259928	11.4004772	21.4900541	10.579198	4.0826285	13.2283475	15.9717351	4.0826285	11.5629711	10.7249074
13.5005559	11.6262176	9.8840177	17.8180137	11.3807204	4.0369018	16.0940806	4.0369018	13.7505389	12.5661759
17.5936061	10.9627206	14.6464529	16.225227	10.4487437	3.8455388	26.5997742	8.9124588	11.1999859	11.4390515
10.059683	4.117414	16.3484505	20.1360601	10.1975197	10.9215329	19.4799828	5.8726924	11.420934	11.9826882
16.1626168	13.2461353	30.3055455	14.9369282	16.8500687	4.0324228	39.6360216	6.9914948	12.0761875	12.875479
26.8892091	14.5227148	26.1672789	26.490232	23.6216432	4.0499033	18.4472257	8.0639235	16.8714838	16.9872086
13.8787675	12.3644196	15.7349423	12.1997026	14.3022362	15.4377456	19.7282793	7.3736893	15.644098	11.4195605
12.1095245	9.9323083	12.9609863	13.3812937	8.6690811	7.7830121	39.0034827	9.8439905	11.3293732	10.8533072
17.5228172	4.2418032	36.4298101	19.6632628	16.4753858	16.0691666	11.0489829	8.0916896	13.1170635	4.2418032
13.1221472	15.0755925	20.5829925	25.8284853	12.1811782	4.1255588	4.1255588	8.9202672	21.5887185	14.1396401
