"Cell","h","monocle3_pseudotime","UMAP1","UMAP2","cluster","partition"
938,96,10.4271536538548,-4.69775009155273,1.58150935173035,"1","1"
940,96,10.4271606488151,-4.67198896408081,1.55245471000671,"1","1"
942,96,10.4271676437754,-4.80960750579834,1.50426864624023,"1","1"
945,96,10.4271746387357,-4.12700176239014,0.32984721660614,"1","1"
950,96,10.4271816336959,-4.83301734924316,0.766154587268829,"1","1"
954,96,10.4271886286562,-4.85622262954712,0.782802045345306,"1","1"
958,96,10.4271956236165,-4.79515981674194,-0.00539620686322451,"1","1"
894,96,10.4368545858621,-2.78530764579773,-0.755315601825714,"1","1"
844,96,10.4421056459231,-3.11458230018616,-0.741560518741608,"1","1"
767,72,10.4445873789529,-2.37918090820312,0.0221552476286888,"1","1"
852,96,10.4494365242207,-3.22944164276123,0.0895363613963127,"1","1"
880,96,10.4520494291951,-2.32863593101501,-0.105857409536839,"1","1"
475,12,10.4637466639954,-2.48118948936462,0.362612992525101,"1","1"
664,48,10.4860846640513,-3.22901630401611,-1.00652301311493,"1","1"
898,96,10.4877151197081,-2.1474871635437,-0.543190836906433,"1","1"
747,72,10.5035505750866,-2.09428691864014,-0.658760964870453,"1","1"
937,96,10.5037987437878,-2.89418435096741,-0.896778345108032,"1","1"
674,48,10.5041884540312,-2.95957565307617,0.438913345336914,"1","1"
868,96,10.5049445641728,-2.96408772468567,-0.930013954639435,"1","1"
614,48,10.511238289164,-3.11231899261475,0.0569903813302517,"1","1"
957,96,10.5164823540694,-3.17387747764587,-1.04708015918732,"1","1"
695,48,10.5198462870972,-3.32139372825623,-0.837035775184631,"1","1"
706,48,10.5198532820575,-3.42857217788696,-0.834231019020081,"1","1"
798,72,10.5198602770178,-3.20538878440857,-0.858721256256104,"1","1"
